age,sex,education,workclass,hours-per-week,marital-status,occupation,skills,interests,income
25,Male,Bachelors,Private,26,Single,Teacher,Excel,Technology,70568
63,Male,High School,Self-employed,59,Married,Salesperson,Communication,Business,47120
33,Female,PhD,Private,44,Single,Artist,Public Speaking,Health,104500
31,Female,Bachelors,Unemployed,32,Divorced,Engineer,Public Speaking,Art,87881
29,Male,Masters,Government,40,Widowed,Technician,Communication,Education,82834
40,Male,High School,Self-employed,29,Widowed,Salesperson,Communication,Health,44843
32,Male,Masters,Unemployed,28,Widowed,Artist,Data Analysis,Technology,54010
45,Female,High School,Unemployed,34,Single,Technician,C++,Technology,43908
51,Male,PhD,Unemployed,21,Married,Artist,Communication,Education,87475
19,Female,PhD,Self-employed,44,Single,Artist,Public Speaking,Business,92879
49,Male,Diploma,Self-employed,32,Widowed,Manager,Leadership,Education,95569
40,Female,Masters,Freelancer,53,Divorced,Engineer,Public Speaking,Art,103529
39,Male,High School,Freelancer,53,Married,Artist,Public Speaking,Education,35167
42,Female,PhD,Private,54,Single,Teacher,Data Analysis,Technology,88548
39,Male,Bachelors,Self-employed,57,Single,Technician,C++,Business,71227
39,Male,PhD,Self-employed,22,Married,Salesperson,C++,Business,127651
59,Male,Bachelors,Self-employed,25,Married,Manager,Communication,Science,120788
23,Female,High School,Freelancer,38,Divorced,Technician,Excel,Education,41658
32,Male,PhD,Unemployed,22,Married,Teacher,Public Speaking,Art,83391
60,Female,PhD,Government,37,Divorced,Teacher,Python,Technology,100618
54,Female,High School,Freelancer,58,Widowed,Artist,Excel,Health,37914
50,Male,PhD,Self-employed,28,Widowed,Teacher,Excel,Business,93407
25,Male,Bachelors,Freelancer,31,Single,Engineer,C++,Education,94699
61,Male,PhD,Private,24,Widowed,Teacher,C++,Science,110045
61,Female,Masters,Self-employed,22,Widowed,Artist,Data Analysis,Art,72165
22,Male,Diploma,Private,30,Divorced,Technician,Data Analysis,Art,53391
56,Female,Bachelors,Self-employed,49,Single,Teacher,C++,Technology,52779
21,Female,Masters,Freelancer,23,Married,Manager,Leadership,Business,109318
23,Male,High School,Unemployed,24,Single,Salesperson,Leadership,Technology,39509
62,Male,Bachelors,Government,20,Widowed,Manager,Python,Science,106925
49,Male,Diploma,Private,46,Married,Manager,C++,Health,102590
47,Male,Diploma,Freelancer,47,Single,Technician,Communication,Health,49747
64,Male,High School,Unemployed,48,Single,Doctor,Data Analysis,Health,77262
52,Male,High School,Freelancer,37,Single,Salesperson,C++,Art,46283
57,Female,Bachelors,Private,31,Single,Manager,Leadership,Business,94799
33,Female,PhD,Government,32,Divorced,Manager,C++,Technology,194137
30,Female,High School,Freelancer,21,Single,Doctor,Leadership,Technology,79820
59,Male,PhD,Self-employed,56,Widowed,Technician,C++,Science,107711
47,Female,Masters,Unemployed,35,Widowed,Salesperson,Public Speaking,Health,87649
36,Female,Diploma,Freelancer,43,Divorced,Manager,Communication,Business,72199
34,Female,PhD,Unemployed,54,Married,Artist,Python,Business,99034
36,Female,Diploma,Self-employed,41,Married,Technician,Public Speaking,Science,66481
45,Female,PhD,Government,55,Widowed,Salesperson,Communication,Education,92689
43,Male,Masters,Government,30,Widowed,Manager,Leadership,Business,130957
54,Male,High School,Self-employed,48,Divorced,Manager,Data Analysis,Business,62665
43,Female,Masters,Unemployed,54,Married,Doctor,Data Analysis,Technology,177477
40,Female,High School,Freelancer,34,Married,Salesperson,Excel,Science,44316
26,Female,High School,Self-employed,50,Single,Artist,Communication,Business,29523
29,Male,Diploma,Private,35,Single,Technician,C++,Business,53980
18,Male,Masters,Unemployed,29,Single,Teacher,Python,Technology,85450
18,Female,PhD,Government,51,Divorced,Engineer,C++,Business,137561
64,Male,Masters,Self-employed,21,Widowed,Artist,C++,Technology,75638
51,Male,Diploma,Government,43,Divorced,Teacher,Communication,Education,53351
49,Female,High School,Unemployed,42,Married,Artist,Python,Art,43025
42,Male,Diploma,Government,21,Widowed,Salesperson,Excel,Technology,57099
57,Male,Bachelors,Self-employed,57,Single,Teacher,Public Speaking,Technology,70800
62,Female,Bachelors,Unemployed,50,Divorced,Salesperson,C++,Business,76333
18,Male,PhD,Private,59,Divorced,Teacher,Python,Technology,104506
33,Male,Diploma,Self-employed,45,Single,Artist,Excel,Science,48946
56,Female,PhD,Freelancer,48,Divorced,Doctor,Public Speaking,Health,200382
22,Male,PhD,Self-employed,22,Single,Artist,C++,Health,101900
39,Male,Bachelors,Unemployed,33,Married,Salesperson,Python,Education,67263
46,Female,PhD,Self-employed,44,Widowed,Artist,Public Speaking,Technology,104299
20,Female,Bachelors,Private,20,Married,Teacher,Communication,Science,65847
29,Female,High School,Private,22,Married,Engineer,Data Analysis,Business,55432
43,Male,Diploma,Freelancer,45,Single,Teacher,Data Analysis,Business,45183
33,Female,PhD,Government,37,Divorced,Manager,C++,Art,161801
54,Male,Bachelors,Unemployed,28,Married,Artist,C++,Education,56973
39,Female,Masters,Unemployed,57,Married,Technician,Public Speaking,Science,99569
46,Male,PhD,Government,42,Married,Artist,Python,Science,90766
31,Female,High School,Private,40,Divorced,Doctor,Data Analysis,Business,84055
45,Female,High School,Private,20,Divorced,Salesperson,C++,Art,40032
22,Female,Masters,Self-employed,40,Single,Technician,Excel,Business,74789
64,Female,Bachelors,Freelancer,46,Married,Teacher,C++,Art,54857
47,Male,PhD,Freelancer,25,Widowed,Doctor,Data Analysis,Health,181737
63,Female,Bachelors,Freelancer,55,Divorced,Artist,Leadership,Science,50105
22,Female,High School,Self-employed,47,Single,Teacher,Data Analysis,Health,40642
29,Male,Bachelors,Freelancer,36,Married,Teacher,Excel,Business,51320
33,Female,High School,Government,59,Widowed,Manager,Python,Education,64260
43,Male,Bachelors,Self-employed,22,Divorced,Manager,Excel,Technology,116378
43,Female,Masters,Government,31,Widowed,Engineer,Leadership,Education,113669
38,Female,Diploma,Self-employed,58,Divorced,Manager,Leadership,Education,74312
56,Female,Masters,Freelancer,31,Single,Salesperson,C++,Technology,79450
53,Male,Masters,Government,21,Widowed,Technician,C++,Science,91534
50,Female,Diploma,Government,41,Married,Teacher,Data Analysis,Health,48315
47,Female,Diploma,Government,42,Married,Manager,Communication,Health,79446
54,Female,PhD,Self-employed,49,Divorced,Engineer,Excel,Science,135528
40,Male,PhD,Unemployed,24,Married,Artist,Data Analysis,Technology,104574
27,Male,Masters,Freelancer,28,Widowed,Technician,Communication,Art,93026
22,Female,Masters,Government,40,Single,Manager,Data Analysis,Education,145558
53,Male,High School,Unemployed,30,Divorced,Teacher,Leadership,Business,45707
51,Female,High School,Freelancer,24,Widowed,Artist,C++,Health,39824
48,Female,PhD,Freelancer,54,Divorced,Salesperson,C++,Science,104736
27,Female,PhD,Government,46,Single,Teacher,Data Analysis,Business,80235
36,Female,High School,Government,21,Divorced,Artist,C++,Technology,33865
49,Female,High School,Self-employed,43,Married,Salesperson,Python,Business,48461
18,Female,Bachelors,Unemployed,50,Married,Salesperson,Data Analysis,Business,75331
22,Female,Bachelors,Unemployed,52,Divorced,Technician,Leadership,Education,85058
62,Male,High School,Government,58,Single,Teacher,Public Speaking,Technology,38704
21,Male,Bachelors,Freelancer,49,Single,Manager,Data Analysis,Business,118692
33,Male,Diploma,Government,56,Married,Manager,Data Analysis,Health,91660
41,Male,PhD,Freelancer,47,Single,Engineer,C++,Technology,145782
33,Male,PhD,Freelancer,50,Divorced,Artist,Leadership,Health,79939
19,Male,High School,Government,30,Widowed,Engineer,Data Analysis,Science,49715
45,Male,Masters,Private,42,Divorced,Doctor,C++,Science,146150
49,Female,High School,Unemployed,21,Married,Manager,Excel,Art,58435
44,Female,Bachelors,Freelancer,59,Married,Artist,Leadership,Science,50460
37,Female,Masters,Freelancer,46,Married,Technician,Communication,Business,96449
41,Female,Bachelors,Private,54,Single,Engineer,Python,Technology,80785
29,Male,Diploma,Self-employed,21,Divorced,Technician,Communication,Science,51961
52,Male,Bachelors,Private,58,Widowed,Technician,Public Speaking,Health,71060
50,Female,Diploma,Private,56,Divorced,Technician,Leadership,Business,51063
50,Female,Diploma,Freelancer,40,Widowed,Engineer,Data Analysis,Science,73423
60,Male,Bachelors,Unemployed,24,Divorced,Doctor,C++,Education,97294
54,Female,Bachelors,Private,40,Married,Salesperson,Public Speaking,Health,63202
29,Female,Diploma,Self-employed,48,Widowed,Salesperson,Leadership,Health,56416
20,Female,Masters,Government,39,Divorced,Engineer,Python,Art,85138
18,Female,Diploma,Private,57,Single,Salesperson,Leadership,Education,58140
50,Male,PhD,Private,39,Single,Teacher,Public Speaking,Art,85427
57,Female,Diploma,Self-employed,44,Divorced,Salesperson,C++,Science,54157
27,Female,Masters,Unemployed,21,Married,Manager,Communication,Education,110715
60,Male,PhD,Private,51,Widowed,Engineer,Excel,Health,133229
61,Male,High School,Private,45,Divorced,Salesperson,Communication,Art,38925
46,Female,High School,Unemployed,25,Single,Engineer,C++,Business,52121
30,Male,Masters,Self-employed,22,Widowed,Doctor,Public Speaking,Education,165673
29,Female,Diploma,Private,52,Single,Teacher,C++,Health,47582
48,Female,Bachelors,Unemployed,20,Single,Engineer,Python,Technology,92467
63,Male,Masters,Private,24,Divorced,Manager,Leadership,Education,152923
19,Female,PhD,Government,32,Single,Salesperson,Leadership,Education,99099
52,Female,PhD,Freelancer,38,Widowed,Manager,Communication,Science,149897
40,Female,High School,Government,31,Married,Salesperson,Public Speaking,Business,35541
34,Female,PhD,Private,44,Divorced,Engineer,Excel,Science,142207
43,Male,Masters,Self-employed,54,Widowed,Technician,Excel,Education,107996
25,Male,PhD,Freelancer,31,Divorced,Salesperson,Python,Education,103398
46,Female,Masters,Government,49,Single,Technician,C++,Business,95405
43,Male,Bachelors,Unemployed,24,Single,Teacher,Python,Business,66749
27,Female,High School,Self-employed,53,Widowed,Manager,Leadership,Art,76370
43,Female,PhD,Government,41,Widowed,Technician,Data Analysis,Health,132203
51,Female,Masters,Unemployed,58,Married,Manager,Data Analysis,Health,159279
58,Female,Diploma,Private,32,Widowed,Salesperson,Data Analysis,Art,48385
24,Female,High School,Unemployed,22,Widowed,Salesperson,C++,Health,35558
21,Male,Bachelors,Government,39,Divorced,Teacher,Python,Education,51657
62,Female,Masters,Government,50,Single,Salesperson,Public Speaking,Art,70165
28,Male,Bachelors,Private,24,Widowed,Teacher,Communication,Art,64067
46,Male,Bachelors,Unemployed,43,Married,Technician,Leadership,Health,73842
53,Female,PhD,Unemployed,59,Widowed,Salesperson,Data Analysis,Technology,97590
42,Female,PhD,Private,52,Single,Engineer,Public Speaking,Health,151170
38,Female,Masters,Unemployed,27,Widowed,Artist,Excel,Science,74706
53,Female,Diploma,Private,43,Divorced,Doctor,Python,Technology,86711
27,Female,Masters,Self-employed,39,Single,Artist,Leadership,Art,70395
54,Male,Diploma,Government,35,Widowed,Artist,Leadership,Technology,49462
26,Female,Bachelors,Self-employed,31,Divorced,Manager,Excel,Education,91347
41,Female,High School,Freelancer,32,Single,Teacher,Excel,Business,45108
52,Male,Masters,Freelancer,58,Widowed,Manager,Excel,Technology,160094
52,Male,Masters,Freelancer,44,Divorced,Technician,Data Analysis,Science,75891
53,Female,Diploma,Private,51,Married,Doctor,Data Analysis,Business,81027
35,Male,Bachelors,Unemployed,43,Divorced,Technician,Python,Education,66584
56,Female,Bachelors,Self-employed,28,Married,Engineer,Excel,Science,89958
49,Male,Diploma,Self-employed,59,Widowed,Doctor,Communication,Business,118326
41,Male,Bachelors,Self-employed,42,Divorced,Manager,Leadership,Education,103535
40,Female,PhD,Self-employed,32,Married,Salesperson,Excel,Business,119460
49,Male,High School,Freelancer,51,Single,Salesperson,Leadership,Business,36537
54,Male,Masters,Self-employed,34,Divorced,Manager,C++,Health,145293
29,Male,High School,Unemployed,55,Widowed,Technician,Public Speaking,Science,50443
30,Male,Masters,Freelancer,24,Single,Manager,C++,Science,113502
40,Male,PhD,Self-employed,41,Married,Manager,Excel,Technology,199618
42,Male,Bachelors,Private,35,Divorced,Artist,Leadership,Science,61566
52,Female,Diploma,Government,29,Divorced,Engineer,Public Speaking,Science,72811
58,Female,PhD,Government,43,Widowed,Salesperson,C++,Business,93326
47,Male,High School,Government,37,Single,Artist,Excel,Art,42967
34,Female,Diploma,Freelancer,37,Divorced,Manager,Leadership,Health,100174
37,Female,Bachelors,Self-employed,26,Divorced,Teacher,Excel,Technology,56332
42,Female,PhD,Freelancer,23,Single,Artist,Data Analysis,Health,87421
39,Male,Diploma,Unemployed,45,Divorced,Manager,Leadership,Technology,85340
30,Female,PhD,Private,24,Single,Salesperson,C++,Education,110262
36,Male,PhD,Private,35,Single,Manager,Excel,Business,168568
53,Female,Bachelors,Government,54,Single,Engineer,C++,Science,95745
29,Male,Masters,Government,45,Widowed,Technician,Excel,Science,101603
58,Male,Diploma,Government,37,Single,Doctor,Python,Art,84221
36,Female,Bachelors,Self-employed,48,Single,Artist,C++,Health,63953
29,Female,PhD,Unemployed,42,Married,Artist,C++,Health,94881
26,Male,Bachelors,Unemployed,33,Married,Artist,Communication,Health,61100
24,Female,Masters,Unemployed,34,Widowed,Manager,Public Speaking,Science,146194
45,Female,Diploma,Unemployed,52,Single,Engineer,Data Analysis,Health,68193
31,Female,Masters,Government,44,Married,Manager,C++,Business,147624
48,Male,High School,Private,40,Married,Manager,Leadership,Technology,85405
36,Male,Diploma,Government,36,Divorced,Technician,Public Speaking,Science,54481
64,Female,Masters,Unemployed,42,Single,Teacher,Excel,Business,84245
33,Female,PhD,Government,36,Married,Engineer,Python,Education,142137
22,Female,Diploma,Unemployed,33,Widowed,Artist,Leadership,Business,44702
52,Male,Diploma,Freelancer,48,Divorced,Doctor,Public Speaking,Business,97422
29,Male,Bachelors,Private,39,Divorced,Artist,Leadership,Education,58990
42,Female,PhD,Freelancer,49,Single,Manager,Leadership,Business,163324
38,Female,High School,Self-employed,38,Single,Engineer,Leadership,Technology,63878
53,Female,Masters,Government,58,Divorced,Salesperson,Public Speaking,Science,93414
40,Female,Bachelors,Self-employed,32,Widowed,Engineer,Python,Art,70111
33,Female,Masters,Government,37,Single,Engineer,Communication,Education,121028
56,Female,High School,Freelancer,42,Single,Teacher,Data Analysis,Science,35901
62,Male,High School,Unemployed,52,Divorced,Artist,C++,Health,35491
59,Female,Diploma,Unemployed,58,Divorced,Teacher,Public Speaking,Technology,52206
56,Male,High School,Government,59,Single,Salesperson,Leadership,Art,41870
31,Female,Masters,Unemployed,37,Married,Salesperson,C++,Technology,66947
48,Female,PhD,Freelancer,28,Single,Technician,Public Speaking,Technology,136845
22,Male,PhD,Unemployed,52,Married,Doctor,C++,Health,174547
52,Male,Diploma,Freelancer,51,Divorced,Technician,Leadership,Art,53090
40,Male,Masters,Self-employed,36,Married,Manager,Communication,Technology,151082
46,Male,Masters,Freelancer,38,Widowed,Teacher,Public Speaking,Health,70210
60,Female,High School,Private,46,Divorced,Teacher,C++,Education,46085
28,Male,Masters,Private,25,Single,Technician,Excel,Health,97242
35,Female,Bachelors,Private,54,Single,Manager,C++,Business,98334
64,Male,High School,Government,56,Divorced,Engineer,Data Analysis,Science,45027
29,Female,Bachelors,Government,53,Divorced,Manager,Leadership,Health,127356
26,Female,Diploma,Government,39,Widowed,Artist,Python,Health,37541
27,Female,PhD,Freelancer,44,Divorced,Technician,C++,Health,130563
61,Female,Diploma,Government,23,Single,Manager,Communication,Technology,89588
34,Female,PhD,Self-employed,29,Widowed,Engineer,Excel,Art,154457
55,Female,Diploma,Private,29,Single,Manager,Excel,Health,96861
24,Male,Masters,Freelancer,43,Married,Teacher,Python,Health,79377
63,Female,Bachelors,Private,40,Divorced,Doctor,Data Analysis,Business,119559
30,Male,PhD,Government,30,Married,Teacher,Python,Business,111717
57,Male,High School,Freelancer,46,Single,Salesperson,Data Analysis,Education,36837
59,Female,Bachelors,Unemployed,35,Married,Doctor,C++,Education,106636
26,Male,High School,Self-employed,45,Married,Salesperson,Leadership,Business,47375
44,Female,Bachelors,Government,49,Single,Manager,Communication,Art,99628
19,Male,Bachelors,Government,35,Single,Artist,Excel,Education,55761
22,Female,Diploma,Self-employed,26,Divorced,Manager,Python,Science,89037
46,Male,PhD,Self-employed,35,Married,Engineer,Communication,Science,141731
54,Female,PhD,Unemployed,54,Widowed,Manager,Data Analysis,Art,174636
55,Female,Bachelors,Government,35,Widowed,Doctor,Leadership,Business,131804
36,Female,Masters,Government,59,Single,Teacher,Excel,Education,69923
25,Female,Masters,Private,31,Single,Artist,Excel,Health,72977
62,Male,High School,Freelancer,54,Married,Salesperson,Data Analysis,Business,39968
18,Female,High School,Freelancer,40,Single,Manager,Leadership,Education,64840
39,Male,Diploma,Private,55,Widowed,Manager,Excel,Art,76343
34,Male,Bachelors,Freelancer,36,Divorced,Teacher,Leadership,Science,52622
24,Male,High School,Self-employed,51,Divorced,Artist,Excel,Art,30521
42,Female,High School,Freelancer,25,Married,Technician,C++,Education,48688
62,Male,Bachelors,Freelancer,43,Divorced,Salesperson,Data Analysis,Art,72921
21,Male,Diploma,Private,46,Single,Manager,Leadership,Education,78665
53,Male,High School,Unemployed,39,Single,Manager,Communication,Education,63831
23,Female,Diploma,Freelancer,44,Single,Technician,C++,Art,59620
48,Female,PhD,Freelancer,21,Single,Salesperson,Public Speaking,Technology,119881
36,Male,Diploma,Unemployed,28,Married,Doctor,Communication,Health,119064
61,Female,Masters,Private,47,Divorced,Doctor,Data Analysis,Business,151478
56,Female,Masters,Unemployed,57,Widowed,Engineer,Excel,Science,95885
44,Male,Diploma,Private,22,Divorced,Teacher,Public Speaking,Health,42010
27,Male,Masters,Self-employed,39,Single,Artist,Communication,Business,59241
43,Female,PhD,Private,25,Widowed,Manager,C++,Business,160378
36,Male,Bachelors,Self-employed,58,Married,Salesperson,Public Speaking,Science,57537
56,Female,Masters,Self-employed,52,Single,Manager,Public Speaking,Health,108764
20,Female,Masters,Private,20,Single,Engineer,Leadership,Science,106433
62,Female,Diploma,Government,56,Widowed,Salesperson,Python,Education,50034
30,Female,PhD,Private,25,Married,Salesperson,Communication,Science,130868
45,Female,Bachelors,Freelancer,53,Widowed,Manager,Python,Art,110305
37,Female,Diploma,Freelancer,34,Married,Teacher,Data Analysis,Technology,53948
45,Male,Diploma,Government,45,Single,Engineer,Communication,Technology,59535
25,Male,PhD,Self-employed,33,Divorced,Teacher,Communication,Technology,114738
58,Female,Bachelors,Government,26,Single,Engineer,Leadership,Health,83693
56,Female,PhD,Freelancer,50,Divorced,Manager,Excel,Health,206835
18,Female,Bachelors,Government,43,Divorced,Engineer,C++,Education,86488
20,Male,PhD,Private,50,Married,Doctor,C++,Technology,197551
30,Female,Diploma,Government,48,Widowed,Salesperson,C++,Education,53690
45,Male,Diploma,Self-employed,51,Married,Artist,Data Analysis,Technology,39318
42,Female,High School,Private,36,Single,Manager,Public Speaking,Health,59079
50,Female,Masters,Unemployed,33,Widowed,Technician,Excel,Art,105878
55,Male,PhD,Freelancer,59,Divorced,Artist,Python,Art,89198
23,Male,High School,Freelancer,55,Divorced,Manager,C++,Art,81276
61,Female,Masters,Government,43,Single,Artist,Python,Science,64819
62,Female,PhD,Private,46,Widowed,Doctor,Excel,Art,165926
49,Female,Bachelors,Unemployed,44,Single,Artist,Data Analysis,Business,56796
62,Male,Masters,Private,51,Single,Engineer,Excel,Technology,86251
64,Male,Diploma,Freelancer,37,Married,Artist,Leadership,Art,38685
38,Male,High School,Private,37,Single,Manager,Public Speaking,Business,73809
33,Male,Masters,Unemployed,56,Widowed,Technician,C++,Business,82938
38,Male,Masters,Government,45,Single,Technician,Data Analysis,Business,107781
28,Male,Diploma,Self-employed,28,Widowed,Teacher,Leadership,Education,42369
54,Female,PhD,Private,54,Divorced,Salesperson,C++,Education,121635
53,Female,Bachelors,Self-employed,27,Single,Artist,Excel,Business,56296
52,Male,Diploma,Freelancer,39,Widowed,Technician,Excel,Science,66977
36,Female,Bachelors,Government,41,Divorced,Artist,Communication,Art,48074
37,Female,PhD,Government,38,Widowed,Salesperson,Communication,Technology,110993
35,Male,Masters,Private,49,Divorced,Technician,Excel,Science,88218
64,Female,Bachelors,Government,47,Married,Salesperson,Excel,Health,64487
58,Male,High School,Private,54,Single,Artist,Python,Education,41186
31,Male,High School,Private,30,Single,Manager,Public Speaking,Art,86112
32,Female,Diploma,Self-employed,50,Divorced,Artist,Python,Art,41496
48,Male,PhD,Government,58,Married,Salesperson,Public Speaking,Health,115325
18,Male,Diploma,Private,55,Widowed,Manager,Leadership,Health,93946
20,Male,Diploma,Self-employed,49,Married,Manager,Communication,Art,98643
33,Male,Diploma,Unemployed,42,Widowed,Teacher,Communication,Health,58951
40,Male,High School,Self-employed,38,Widowed,Technician,Excel,Art,42389
28,Male,High School,Self-employed,31,Single,Engineer,Excel,Science,49526
29,Male,Diploma,Private,34,Divorced,Manager,Leadership,Health,95775
27,Male,High School,Freelancer,50,Single,Salesperson,Data Analysis,Science,37964
49,Female,PhD,Freelancer,56,Single,Technician,Data Analysis,Science,104343
33,Female,Diploma,Freelancer,56,Single,Doctor,Data Analysis,Health,83002
25,Female,High School,Self-employed,34,Widowed,Artist,Communication,Art,28838
55,Male,Bachelors,Private,48,Single,Salesperson,Python,Business,64693
29,Male,Diploma,Government,45,Widowed,Doctor,Data Analysis,Art,103752
41,Female,Diploma,Self-employed,21,Divorced,Salesperson,C++,Technology,50407
45,Female,PhD,Self-employed,39,Widowed,Artist,Leadership,Health,80333
25,Female,Masters,Private,34,Widowed,Teacher,Data Analysis,Education,81208
45,Male,Masters,Unemployed,23,Married,Salesperson,C++,Health,89198
53,Female,PhD,Self-employed,41,Single,Manager,Data Analysis,Technology,176690
43,Female,PhD,Unemployed,57,Single,Engineer,Python,Science,150493
25,Male,PhD,Unemployed,42,Single,Manager,Python,Education,210521
45,Female,Masters,Freelancer,45,Single,Artist,Data Analysis,Education,75271
45,Male,PhD,Private,30,Married,Salesperson,C++,Art,115502
54,Male,High School,Unemployed,47,Married,Engineer,Leadership,Business,59610
58,Male,Diploma,Private,21,Married,Manager,C++,Art,105612
53,Female,Diploma,Freelancer,27,Married,Engineer,Leadership,Education,67903
44,Female,Bachelors,Private,48,Single,Artist,Data Analysis,Education,54962
34,Male,Bachelors,Self-employed,30,Widowed,Teacher,Leadership,Business,63543
26,Female,Diploma,Unemployed,56,Divorced,Teacher,Excel,Health,58168
50,Female,High School,Private,37,Married,Salesperson,Communication,Business,49748
37,Female,Masters,Government,33,Widowed,Manager,Public Speaking,Science,111856
30,Female,Masters,Private,29,Married,Doctor,Communication,Art,129955
45,Male,High School,Unemployed,54,Single,Artist,Python,Health,33229
46,Female,Masters,Freelancer,28,Single,Manager,Excel,Art,148443
30,Male,PhD,Freelancer,54,Widowed,Manager,Communication,Business,184982
63,Male,Diploma,Unemployed,30,Widowed,Teacher,Data Analysis,Health,45772
52,Female,Diploma,Self-employed,31,Widowed,Salesperson,Leadership,Business,46735
23,Male,High School,Self-employed,22,Single,Engineer,Leadership,Science,60226
35,Female,Masters,Freelancer,58,Single,Artist,C++,Technology,72892
22,Female,Bachelors,Freelancer,33,Divorced,Engineer,C++,Education,98873
64,Male,Bachelors,Unemployed,47,Widowed,Technician,Leadership,Health,72013
42,Male,Masters,Self-employed,30,Divorced,Technician,Data Analysis,Education,89776
19,Male,Bachelors,Freelancer,58,Married,Artist,Leadership,Technology,44937
27,Male,High School,Self-employed,44,Divorced,Salesperson,C++,Health,35901
47,Female,High School,Freelancer,40,Married,Doctor,Communication,Education,77824
62,Female,Masters,Private,29,Married,Technician,Python,Education,83603
22,Female,Bachelors,Government,34,Divorced,Teacher,C++,Health,54008
50,Male,High School,Private,38,Widowed,Doctor,Data Analysis,Education,66922
18,Male,High School,Freelancer,41,Married,Manager,Communication,Education,85303
35,Male,PhD,Government,40,Widowed,Technician,Communication,Health,136126
49,Female,PhD,Government,51,Single,Teacher,Communication,Education,103007
64,Male,High School,Freelancer,42,Married,Manager,Excel,Education,84982
28,Female,Masters,Freelancer,32,Single,Doctor,Excel,Art,179974
38,Male,Diploma,Self-employed,24,Divorced,Artist,Public Speaking,Science,48101
43,Female,Diploma,Freelancer,23,Widowed,Manager,Communication,Art,81702
42,Female,High School,Unemployed,47,Divorced,Engineer,Data Analysis,Technology,45701
39,Male,High School,Freelancer,33,Married,Artist,Leadership,Art,39690
44,Male,High School,Unemployed,27,Single,Artist,Data Analysis,Art,35575
30,Female,Masters,Freelancer,28,Married,Doctor,Excel,Technology,159090
50,Female,PhD,Self-employed,54,Divorced,Doctor,C++,Education,233285
51,Male,High School,Unemployed,56,Widowed,Teacher,Public Speaking,Education,34903
58,Male,High School,Private,40,Widowed,Teacher,Excel,Art,41365
52,Female,Bachelors,Unemployed,37,Married,Engineer,Leadership,Technology,88528
18,Male,Masters,Self-employed,52,Married,Artist,Python,Education,67276
38,Female,High School,Unemployed,27,Single,Salesperson,Public Speaking,Business,36805
23,Female,Bachelors,Freelancer,36,Divorced,Engineer,Excel,Health,78891
45,Male,Diploma,Freelancer,50,Married,Engineer,Data Analysis,Health,65332
34,Male,High School,Self-employed,53,Single,Salesperson,Public Speaking,Science,46994
22,Male,High School,Government,25,Married,Salesperson,Data Analysis,Health,50296
48,Male,Bachelors,Freelancer,41,Widowed,Salesperson,Communication,Art,61506
22,Male,Masters,Private,33,Single,Doctor,Communication,Health,161620
55,Female,High School,Self-employed,22,Single,Engineer,Communication,Health,51256
20,Female,Diploma,Unemployed,31,Married,Engineer,Public Speaking,Business,82465
40,Male,High School,Unemployed,55,Divorced,Manager,Python,Education,81030
54,Male,Diploma,Private,31,Widowed,Salesperson,Leadership,Business,56102
54,Male,PhD,Freelancer,21,Divorced,Salesperson,Public Speaking,Art,108012
27,Female,PhD,Self-employed,21,Single,Teacher,C++,Health,92580
27,Male,Diploma,Private,34,Divorced,Teacher,Data Analysis,Education,46465
36,Male,Masters,Freelancer,42,Single,Artist,Data Analysis,Science,80194
34,Female,High School,Self-employed,48,Divorced,Teacher,Public Speaking,Science,38466
38,Female,High School,Unemployed,36,Married,Technician,Public Speaking,Health,48280
31,Male,PhD,Self-employed,51,Divorced,Artist,Leadership,Health,107572
26,Male,Diploma,Government,26,Single,Salesperson,Python,Science,58468
63,Male,High School,Self-employed,49,Widowed,Manager,Public Speaking,Science,73226
18,Female,High School,Government,47,Widowed,Teacher,Communication,Art,38611
62,Male,Masters,Self-employed,33,Widowed,Manager,Leadership,Health,118129
30,Male,Bachelors,Government,49,Single,Teacher,C++,Science,56682
21,Male,PhD,Unemployed,36,Divorced,Teacher,Communication,Technology,110257
18,Female,PhD,Freelancer,51,Widowed,Manager,C++,Science,189029
57,Female,Bachelors,Government,25,Widowed,Engineer,Excel,Education,92735
49,Male,High School,Government,43,Widowed,Engineer,C++,Education,49359
51,Male,Masters,Unemployed,25,Married,Engineer,Communication,Technology,107067
45,Female,Masters,Government,46,Single,Technician,Excel,Art,105396
48,Female,PhD,Private,37,Single,Engineer,Communication,Health,136534
25,Female,Masters,Unemployed,43,Single,Teacher,Data Analysis,Health,80947
56,Female,Bachelors,Private,56,Single,Salesperson,Communication,Science,56005
43,Female,High School,Unemployed,43,Single,Doctor,Excel,Education,95140
51,Female,Bachelors,Government,57,Married,Manager,C++,Art,112703
20,Female,Diploma,Private,53,Divorced,Salesperson,Data Analysis,Art,49264
29,Female,PhD,Government,59,Married,Doctor,Python,Art,172670
18,Female,Masters,Unemployed,34,Widowed,Salesperson,Python,Science,84177
61,Male,Diploma,Government,30,Married,Technician,Python,Health,61254
22,Male,Masters,Private,41,Single,Doctor,Python,Art,125592
47,Male,High School,Private,43,Married,Artist,Leadership,Science,43088
47,Female,High School,Government,20,Single,Engineer,Python,Science,65249
34,Male,High School,Self-employed,37,Married,Technician,Excel,Technology,47259
64,Female,Masters,Unemployed,31,Single,Salesperson,Public Speaking,Business,69876
