age,sex,education,workclass,hours-per-week,marital-status,occupation,skills,interests,income
38,Female,PhD,Private,20,Widowed,Entrepreneur,Data Visualization,Business,220271
34,Female,Bachelors,Private,49,Married,Consultant,Data Analysis,Business,141069
33,Male,PhD,Government,54,Single,Entrepreneur,Excel,Business,76834
32,Male,PhD,Self-employed,28,Single,Operations Manager,DevOps,Business,251575
25,Female,Diploma,Freelancer,26,Single,Entrepreneur,Testing,Business,75183
44,Female,Diploma,Government,26,Widowed,Operations Manager,Python,Business,96399
31,Male,High School,Government,49,Widowed,Business Analyst,Leadership,Business,56381
64,Female,PhD,Private,23,Married,HR Executive,Statistics,Business,150763
54,Male,Masters,Unemployed,20,Married,Entrepreneur,Customer Support,Business,92895
29,Male,Diploma,Freelancer,43,Divorced,Interior Designer,Public Speaking,Design,67755
62,Female,High School,Private,51,Married,Product Designer,React,Design,70588
29,Male,Diploma,Private,35,Single,Industrial Designer,C++,Design,53980
34,Male,Diploma,Freelancer,26,Single,Product Designer,Finance,Design,40436
61,Male,Masters,Freelancer,52,Widowed,Creative Director,Public Speaking,Design,122135
32,Female,PhD,Private,47,Widowed,Interior Designer,UI/UX Design,Design,130434
42,Female,High School,Self-employed,58,Single,Creative Director,Data Visualization,Design,89573
53,Female,High School,Self-employed,39,Widowed,Creative Director,React,Design,71278
47,Female,PhD,Private,37,Widowed,UI/UX Designer,Excel,Design,111106
34,Female,Diploma,Unemployed,29,Single,Interior Designer,Data Visualization,Design,54225
36,Male,Diploma,Self-employed,36,Married,Creative Director,Public Speaking,Design,72570
56,Female,Diploma,Freelancer,47,Single,Product Designer,Python,Design,64399
26,Female,PhD,Self-employed,58,Divorced,Product Designer,Python,Design,139787
42,Female,PhD,Unemployed,26,Single,Product Designer,Public Speaking,Design,109280
47,Female,High School,Government,20,Single,Industrial Designer,Testing,Design,73502
30,Female,PhD,Freelancer,32,Widowed,Creative Director,Excel,Design,78194
53,Male,Masters,Self-employed,47,Married,Creative Director,Node.js,Design,142371
39,Male,Diploma,Freelancer,29,Divorced,Industrial Designer,Public Speaking,Design,58504
44,Male,PhD,Unemployed,38,Widowed,UI/UX Designer,Leadership,Design,94009
32,Male,Masters,Unemployed,26,Married,Product Designer,Excel,Design,75855
18,Male,Diploma,Private,24,Single,Interior Designer,HTML/CSS,Design,45803
53,Female,Diploma,Private,34,Widowed,Product Designer,Graphic Design,Design,45613
50,Female,High School,Self-employed,29,Divorced,Industrial Designer,Artificial Intelligence,Design,34362
57,Male,PhD,Unemployed,52,Divorced,Product Designer,Public Speaking,Design,133096
32,Male,Diploma,Self-employed,46,Divorced,UI/UX Designer,Cloud Computing,Design,72874
53,Female,Diploma,Private,31,Married,Industrial Designer,Leadership,Design,118690
56,Male,Diploma,Freelancer,51,Divorced,Product Designer,Data Analysis,Design,69859
24,Female,Bachelors,Government,56,Single,Interior Designer,Python,Design,76170
43,Female,Masters,Private,34,Widowed,Interior Designer,C++,Design,74236
50,Male,Bachelors,Government,24,Divorced,Creative Director,Business Analysis,Design,52861
30,Male,PhD,Private,27,Widowed,Product Designer,Communication,Design,110187
30,Female,Diploma,Government,48,Widowed,Product Designer,C++,Design,53690
47,Female,PhD,Self-employed,30,Single,Industrial Designer,Public Speaking,Design,224519
26,Male,Diploma,Government,41,Single,Creative Director,React,Design,63596
46,Male,PhD,Government,48,Married,Creative Director,Networking,Design,137043
36,Male,PhD,Private,35,Single,Industrial Designer,Finance,Design,191969
54,Male,Diploma,Government,35,Widowed,Creative Director,HTML/CSS,Design,47810
54,Male,Diploma,Government,35,Widowed,UI/UX Designer,HTML/CSS,Design,47810
46,Female,Masters,Unemployed,44,Widowed,UI/UX Designer,Machine Learning,Design,69744
18,Male,Bachelors,Private,30,Single,Industrial Designer,Python,Design,75998
26,Male,Bachelors,Unemployed,58,Divorced,UI/UX Designer,Leadership,Design,50358
26,Male,Bachelors,Freelancer,47,Divorced,Interior Designer,Finance,Design,64586
21,Female,High School,Self-employed,37,Widowed,Industrial Designer,Communication,Design,62456
29,Male,Diploma,Self-employed,21,Divorced,UI/UX Designer,Communication,Design,51961
33,Female,High School,Private,32,Widowed,Creative Director,Excel,Design,70767
58,Male,Diploma,Government,29,Divorced,UI/UX Designer,Python,Design,110376
30,Female,High School,Government,57,Single,UI/UX Designer,Statistics,Design,52574
38,Male,High School,Government,37,Widowed,Product Designer,Marketing,Design,61240
64,Male,Masters,Self-employed,21,Widowed,Product Designer,Testing,Design,78678
45,Female,Masters,Government,46,Single,Industrial Designer,Excel,Design,105396
52,Male,Masters,Freelancer,44,Divorced,Product Designer,Data Analysis,Design,75891
42,Male,PhD,Self-employed,23,Divorced,Product Designer,Communication,Design,93872
29,Male,Diploma,Private,34,Divorced,UI/UX Designer,Leadership,Design,95775
24,Male,Masters,Self-employed,56,Single,Product Designer,Data Analysis,Design,107219
56,Female,Bachelors,Government,54,Married,Product Designer,Node.js,Design,88306
40,Female,Masters,Unemployed,36,Married,Product Designer,Data Analysis,Design,95909
31,Female,Masters,Private,53,Single,Creative Director,Cybersecurity,Design,106859
36,Female,Masters,Private,59,Single,Interior Designer,DevOps,Design,72436
33,Male,Bachelors,Government,37,Divorced,Creative Director,Leadership,Design,96560
27,Female,High School,Self-employed,53,Widowed,Interior Designer,Leadership,Design,76370
19,Male,PhD,Private,23,Single,UI/UX Designer,Statistics,Design,121329
54,Female,PhD,Unemployed,54,Widowed,Product Designer,Data Analysis,Design,174636
42,Male,PhD,Private,33,Married,Industrial Designer,Project Management,Design,137695
34,Male,High School,Self-employed,53,Single,Interior Designer,C++,Design,52028
50,Male,High School,Self-employed,45,Divorced,Industrial Designer,Software Engineering,Design,39401
58,Female,PhD,Unemployed,29,Single,Industrial Designer,C++,Design,133452
26,Male,Masters,Private,49,Single,Industrial Designer,Excel,Design,56657
28,Female,Diploma,Unemployed,40,Widowed,Product Designer,React,Design,46235
49,Female,High School,Self-employed,43,Married,Interior Designer,Python,Design,48461
46,Male,PhD,Government,42,Married,UI/UX Designer,Python,Design,90766
22,Male,Bachelors,Self-employed,27,Widowed,Product Designer,Data Analysis,Design,66376
29,Male,Masters,Private,26,Single,Creative Director,Public Speaking,Design,57736
41,Male,High School,Private,39,Divorced,Industrial Designer,C++,Design,43531
46,Female,Masters,Self-employed,22,Divorced,Interior Designer,Leadership,Design,61868
54,Male,High School,Unemployed,47,Married,Industrial Designer,Leadership,Design,59610
53,Female,PhD,Private,37,Divorced,Industrial Designer,Public Speaking,Design,184434
42,Female,High School,Unemployed,35,Widowed,Product Designer,Data Analysis,Design,65883
52,Male,PhD,Self-employed,32,Single,Creative Director,Content Writing,Design,110853
44,Female,Diploma,Government,26,Widowed,Creative Director,Testing,Design,91675
50,Female,Masters,Freelancer,51,Widowed,Product Designer,C++,Design,92920
18,Female,Masters,Self-employed,34,Widowed,Creative Director,Data Analysis,Design,72276
35,Male,Masters,Private,49,Divorced,Product Designer,Excel,Design,88218
64,Female,Bachelors,Private,22,Widowed,Interior Designer,Public Speaking,Design,137883
57,Female,Masters,Self-employed,43,Married,Product Designer,Public Speaking,Design,82026
19,Female,High School,Unemployed,28,Single,Industrial Designer,Data Visualization,Design,51446
28,Female,Bachelors,Freelancer,25,Married,Product Designer,Communication,Design,142117
60,Male,Masters,Private,21,Married,Creative Director,Machine Learning,Design,116873
39,Male,PhD,Private,35,Divorced,Creative Director,Python,Design,121687
31,Female,Masters,Private,53,Single,Creative Director,Communication,Design,102045
54,Male,PhD,Freelancer,21,Divorced,Interior Designer,Public Speaking,Design,108012
57,Female,High School,Freelancer,33,Single,UI/UX Designer,C++,Design,57216
20,Female,Bachelors,Private,20,Married,Product Designer,Communication,Design,65847
49,Female,Bachelors,Self-employed,36,Married,Interior Designer,Leadership,Design,91532
43,Female,Masters,Freelancer,20,Widowed,Creative Director,Leadership,Design,78494
55,Female,Bachelors,Self-employed,36,Widowed,Interior Designer,Communication,Design,118315
42,Female,High School,Freelancer,25,Married,Interior Designer,C++,Design,48688
38,Male,Diploma,Self-employed,24,Divorced,UI/UX Designer,Statistics,Design,45912
31,Male,Diploma,Freelancer,40,Married,Industrial Designer,Public Speaking,Design,40921
55,Female,High School,Self-employed,52,Divorced,Interior Designer,Leadership,Design,40480
49,Male,Diploma,Self-employed,32,Widowed,UI/UX Designer,SQL,Design,104354
32,Female,High School,Private,42,Widowed,Creative Director,Excel,Design,41423
21,Male,High School,Government,55,Single,Product Designer,Data Analysis,Design,38532
53,Female,Diploma,Government,54,Divorced,Creative Director,SQL,Design,44026
37,Female,High School,Self-employed,28,Widowed,Creative Director,Leadership,Design,35131
26,Female,PhD,Self-employed,58,Divorced,UI/UX Designer,Python,Design,139787
33,Female,PhD,Freelancer,50,Single,Product Designer,Excel,Design,99764
60,Female,PhD,Unemployed,24,Divorced,UI/UX Designer,Cybersecurity,Design,117111
37,Male,High School,Freelancer,21,Single,Product Designer,Communication,Design,75451
46,Female,PhD,Freelancer,24,Married,Creative Director,Marketing,Design,96068
27,Female,High School,Government,45,Widowed,Product Designer,Software Engineering,Design,37808
54,Male,Diploma,Private,31,Widowed,UI/UX Designer,Leadership,Design,56102
45,Female,Bachelors,Private,24,Single,Industrial Designer,Networking,Design,76389
59,Female,Diploma,Private,35,Single,Industrial Designer,Python,Design,49700
64,Female,PhD,Private,23,Married,Industrial Designer,Python,Design,162397
21,Female,Bachelors,Freelancer,53,Single,Product Designer,Communication,Design,74891
19,Male,Diploma,Government,33,Divorced,UI/UX Designer,C++,Design,103165
64,Male,Masters,Self-employed,29,Divorced,Industrial Designer,Finance,Design,116824
26,Male,Bachelors,Freelancer,47,Divorced,Product Designer,Project Management,Design,59941
52,Female,PhD,Freelancer,42,Single,UI/UX Designer,Customer Support,Design,89373
61,Male,Masters,Private,38,Widowed,Interior Designer,Public Speaking,Design,113837
37,Female,PhD,Freelancer,27,Single,Product Designer,Leadership,Design,93830
22,Female,Bachelors,Unemployed,52,Divorced,Industrial Designer,Data Analysis,Design,97654
48,Male,High School,Government,42,Divorced,UI/UX Designer,Leadership,Design,46073
58,Female,High School,Unemployed,35,Widowed,Industrial Designer,Content Writing,Design,49884
36,Male,Masters,Self-employed,35,Married,Product Designer,Data Analysis,Design,73199
21,Female,PhD,Private,28,Married,Interior Designer,Python,Design,199871
39,Female,High School,Freelancer,48,Widowed,Industrial Designer,Public Speaking,Design,59874
55,Female,Diploma,Private,37,Widowed,Creative Director,Software Engineering,Design,127843
19,Female,Diploma,Unemployed,45,Married,Product Designer,Leadership,Design,36205
45,Female,Masters,Private,32,Single,Creative Director,DevOps,Design,71396
25,Female,Masters,Freelancer,22,Widowed,UI/UX Designer,React,Design,80346
19,Female,Diploma,Unemployed,45,Married,Product Designer,Leadership,Design,36205
56,Male,Diploma,Government,35,Single,Product Designer,C++,Design,56950
54,Male,High School,Freelancer,45,Widowed,Product Designer,Content Writing,Design,45786
43,Female,Masters,Private,34,Widowed,Creative Director,C++,Design,74236
34,Female,PhD,Self-employed,31,Single,Interior Designer,Excel,Design,223691
55,Female,PhD,Freelancer,35,Divorced,UI/UX Designer,Customer Support,Design,103442
55,Male,High School,Self-employed,44,Married,UI/UX Designer,C++,Design,53902
22,Male,Masters,Freelancer,55,Widowed,Creative Director,UI/UX Design,Design,82995
39,Male,PhD,Freelancer,49,Divorced,Creative Director,Networking,Design,81422
62,Male,Masters,Freelancer,27,Single,UI/UX Designer,Business Analysis,Design,97906
32,Female,Diploma,Self-employed,50,Divorced,Product Designer,Blockchain,Design,46035
23,Female,Bachelors,Private,23,Widowed,Interior Designer,Communication,Design,57784
37,Female,Masters,Private,37,Widowed,Creative Director,Data Analysis,Design,77331
39,Male,PhD,Private,35,Divorced,Product Designer,Customer Support,Design,145370
45,Female,PhD,Government,56,Single,Product Designer,Excel,Design,137864
47,Female,Masters,Private,57,Divorced,Creative Director,Communication,Design,120891
20,Female,PhD,Freelancer,40,Divorced,Industrial Designer,Data Analysis,Design,135811
23,Male,Diploma,Unemployed,42,Divorced,Industrial Designer,Public Speaking,Design,98412
23,Male,Diploma,Unemployed,42,Divorced,Product Designer,Python,Design,104803
44,Female,Bachelors,Private,48,Single,Interior Designer,Data Analysis,Design,62749
47,Female,Diploma,Unemployed,58,Single,UI/UX Designer,Data Analysis,Design,59858
45,Female,Bachelors,Private,24,Single,UI/UX Designer,Cloud Computing,Design,69489
22,Female,High School,Private,35,Divorced,Industrial Designer,Leadership,Design,47079
56,Male,Masters,Private,28,Single,Interior Designer,HTML/CSS,Design,183178
50,Male,Masters,Unemployed,50,Single,Interior Designer,Communication,Design,101719
45,Female,Bachelors,Private,24,Single,Industrial Designer,Cloud Computing,Design,69489
34,Male,High School,Unemployed,57,Widowed,Industrial Designer,Data Analysis,Design,82678
35,Female,PhD,Private,28,Single,Interior Designer,C++,Design,112045
52,Male,Diploma,Freelancer,39,Widowed,Industrial Designer,Excel,Design,66977
40,Male,High School,Self-employed,29,Widowed,Product Designer,Communication,Design,44843
42,Male,High School,Private,55,Married,Industrial Designer,Communication,Design,32897
35,Female,High School,Freelancer,22,Married,Industrial Designer,Database Management,Design,57039
32,Female,PhD,Private,47,Widowed,Product Designer,C++,Design,109259
26,Male,Bachelors,Unemployed,58,Divorced,Interior Designer,Python,Design,47189
22,Female,High School,Self-employed,47,Single,Industrial Designer,Leadership,Design,37120
23,Female,High School,Freelancer,38,Divorced,Interior Designer,SQL,Design,39618
29,Female,Bachelors,Private,49,Divorced,Product Designer,Excel,Design,76531
18,Female,PhD,Freelancer,51,Widowed,UI/UX Designer,SQL,Design,183482
37,Male,High School,Freelancer,21,Single,Interior Designer,Public Speaking,Design,71787
41,Female,Masters,Unemployed,42,Married,Product Designer,Marketing,Design,88084
57,Female,Diploma,Private,31,Widowed,Product Designer,Content Writing,Design,76346
52,Female,Diploma,Government,49,Widowed,Product Designer,Public Speaking,Design,67860
41,Female,High School,Government,41,Widowed,Industrial Designer,Leadership,Design,41320
23,Male,High School,Self-employed,22,Single,UI/UX Designer,Leadership,Design,60226
40,Female,High School,Unemployed,50,Divorced,Interior Designer,Node.js,Design,29413
23,Male,Diploma,Freelancer,41,Widowed,UI/UX Designer,Python,Design,39275
51,Male,Diploma,Self-employed,29,Single,UI/UX Designer,Java,Design,65704
50,Female,Masters,Unemployed,54,Married,UI/UX Designer,React,Design,69030
18,Female,PhD,Government,21,Widowed,Interior Designer,Python,Design,148930
62,Female,Bachelors,Freelancer,42,Single,UI/UX Designer,Leadership,Design,56690
34,Male,Bachelors,Self-employed,30,Widowed,UI/UX Designer,DevOps,Design,67019
21,Male,Bachelors,Self-employed,57,Married,Industrial Designer,Networking,Design,55127
49,Female,High School,Government,20,Single,Creative Director,Excel,Design,84785
62,Male,High School,Unemployed,52,Divorced,Industrial Designer,Software Engineering,Design,38776
52,Female,High School,Self-employed,41,Divorced,Industrial Designer,Blockchain,Design,84208
43,Male,Masters,Self-employed,52,Divorced,UI/UX Designer,Communication,Design,80930
52,Male,Diploma,Freelancer,39,Widowed,UI/UX Designer,Excel,Design,66977
62,Female,Diploma,Self-employed,29,Divorced,Product Designer,Cybersecurity,Design,99194
39,Female,High School,Unemployed,32,Widowed,Interior Designer,Data Analysis,Design,40517
46,Male,PhD,Government,48,Married,Creative Director,Data Analysis,Design,127551
64,Female,Masters,Private,21,Divorced,Interior Designer,Node.js,Design,120300
46,Male,Bachelors,Government,52,Married,Product Designer,Public Speaking,Design,48004
64,Female,Masters,Unemployed,42,Single,UI/UX Designer,Data Visualization,Design,89867
39,Female,High School,Unemployed,52,Widowed,Interior Designer,Business Analysis,Design,51626
54,Male,Bachelors,Private,43,Divorced,Interior Designer,Excel,Design,127009
52,Male,Diploma,Freelancer,51,Divorced,Industrial Designer,Communication,Design,49153
59,Female,Masters,Unemployed,24,Single,Product Designer,Data Visualization,Design,88515
25,Male,High School,Freelancer,40,Single,Industrial Designer,Leadership,Design,61270
24,Female,PhD,Government,54,Single,Product Designer,Excel,Design,90223
21,Female,Masters,Private,44,Single,Academic Researcher,Public Speaking,Education,104237
22,Female,High School,Unemployed,37,Divorced,Instructional Designer,C++,Education,82404
35,Female,Bachelors,Private,52,Divorced,Teacher,Data Visualization,Education,66628
43,Female,PhD,Self-employed,41,Divorced,Academic Researcher,Communication,Education,131576
30,Male,Diploma,Freelancer,40,Divorced,Curriculum Developer,C++,Education,59586
37,Female,Diploma,Self-employed,26,Widowed,Teacher,Python,Education,42111
42,Male,High School,Private,55,Married,Curriculum Developer,Database Management,Education,29691
30,Male,Masters,Freelancer,24,Single,Professor,Customer Support,Education,132681
64,Female,High School,Self-employed,26,Married,Curriculum Developer,HTML/CSS,Education,31986
29,Male,Diploma,Freelancer,20,Married,Teacher,Leadership,Education,78579
42,Female,PhD,Freelancer,49,Single,Instructional Designer,Leadership,Education,163324
46,Female,Masters,Freelancer,57,Divorced,Curriculum Developer,Cybersecurity,Education,142665
52,Male,PhD,Self-employed,32,Single,Professor,Java,Education,102113
25,Female,Masters,Private,34,Widowed,Professor,Data Analysis,Education,81208
22,Male,PhD,Freelancer,58,Divorced,Professor,Business Analysis,Education,100997
47,Male,Masters,Unemployed,34,Single,Instructional Designer,Data Analysis,Education,107825
22,Female,Diploma,Unemployed,32,Married,Curriculum Developer,Data Analysis,Education,89495
49,Female,Diploma,Unemployed,58,Widowed,Curriculum Developer,UI/UX Design,Education,42865
38,Male,Diploma,Unemployed,21,Single,Academic Researcher,C++,Education,66304
62,Male,PhD,Self-employed,25,Single,Teacher,Leadership,Education,108286
54,Male,Diploma,Private,31,Widowed,Teacher,DevOps,Education,64910
34,Female,Diploma,Unemployed,41,Married,Curriculum Developer,Data Analysis,Education,111844
64,Male,Diploma,Freelancer,41,Single,Instructional Designer,Public Speaking,Education,70147
53,Female,Diploma,Private,43,Divorced,Teacher,Python,Education,86711
37,Male,Bachelors,Freelancer,31,Divorced,Instructional Designer,Public Speaking,Education,51951
32,Female,Bachelors,Private,41,Married,Teacher,Statistics,Education,73086
31,Male,Bachelors,Freelancer,22,Divorced,Instructional Designer,Customer Support,Education,72344
21,Male,Bachelors,Government,28,Single,Professor,Public Speaking,Education,71510
47,Male,Masters,Unemployed,49,Married,Curriculum Developer,Public Speaking,Education,81388
52,Female,PhD,Freelancer,42,Single,Professor,Customer Support,Education,89373
46,Female,High School,Private,30,Married,Academic Researcher,Communication,Education,52979
44,Female,PhD,Government,45,Married,Instructional Designer,Data Analysis,Education,238391
46,Male,Masters,Freelancer,38,Widowed,Curriculum Developer,Public Speaking,Education,74913
53,Female,PhD,Freelancer,38,Married,Curriculum Developer,Project Management,Education,196852
54,Female,Diploma,Unemployed,55,Married,Teacher,SQL,Education,57246
28,Female,Masters,Private,44,Divorced,Curriculum Developer,Leadership,Education,159659
47,Female,Diploma,Private,34,Single,Teacher,DevOps,Education,63147
52,Female,Diploma,Government,49,Widowed,Instructional Designer,Leadership,Education,65227
37,Male,Masters,Government,43,Married,Teacher,Communication,Education,123742
35,Male,Masters,Freelancer,36,Single,Teacher,C++,Education,79225
53,Female,Diploma,Government,57,Divorced,Academic Researcher,Public Speaking,Education,95178
35,Female,PhD,Freelancer,30,Married,Instructional Designer,C++,Education,167624
35,Male,PhD,Private,54,Married,Academic Researcher,Communication,Education,117292
18,Male,Diploma,Private,24,Single,Professor,HTML/CSS,Education,45803
61,Male,Masters,Private,38,Widowed,Curriculum Developer,Node.js,Education,114819
43,Male,High School,Self-employed,39,Widowed,Professor,Communication,Education,84481
32,Female,Diploma,Self-employed,22,Divorced,Teacher,C++,Education,63180
64,Female,High School,Self-employed,49,Widowed,Professor,Communication,Education,65199
57,Male,Masters,Unemployed,21,Single,Instructional Designer,Java,Education,74615
40,Female,Bachelors,Self-employed,32,Widowed,Curriculum Developer,Python,Education,70111
39,Female,PhD,Government,51,Single,Instructional Designer,Communication,Education,99748
23,Female,Bachelors,Self-employed,44,Widowed,Teacher,Data Analysis,Education,81351
34,Male,Diploma,Private,37,Widowed,Professor,Data Analysis,Education,57514
61,Male,Diploma,Government,43,Divorced,Instructional Designer,Leadership,Education,53140
57,Male,Bachelors,Government,48,Divorced,Teacher,Python,Education,43261
64,Male,Diploma,Private,34,Single,Instructional Designer,Cloud Computing,Education,71974
60,Male,PhD,Self-employed,45,Divorced,Curriculum Developer,Leadership,Education,91315
48,Male,PhD,Self-employed,56,Married,Curriculum Developer,Python,Education,80768
57,Female,Masters,Government,35,Married,Curriculum Developer,Python,Education,70315
56,Female,Masters,Freelancer,31,Single,Academic Researcher,C++,Education,79450
31,Female,High School,Private,29,Married,Curriculum Developer,SQL,Education,57088
26,Female,PhD,Self-employed,51,Divorced,Curriculum Developer,Communication,Education,162932
52,Female,Diploma,Unemployed,20,Widowed,Professor,Python,Education,95074
40,Female,Masters,Freelancer,26,Widowed,Curriculum Developer,Data Analysis,Education,131657
46,Male,Bachelors,Freelancer,46,Married,Curriculum Developer,Communication,Education,106994
40,Male,High School,Self-employed,38,Widowed,Instructional Designer,Data Visualization,Education,43222
62,Female,Masters,Self-employed,22,Divorced,Curriculum Developer,React,Education,108212
42,Female,Masters,Government,57,Single,Academic Researcher,Excel,Education,76882
58,Male,Masters,Private,23,Widowed,Curriculum Developer,Cloud Computing,Education,86780
21,Female,Masters,Freelancer,23,Married,Teacher,Leadership,Education,109318
46,Female,PhD,Freelancer,24,Married,Instructional Designer,Marketing,Education,96068
49,Female,Bachelors,Self-employed,36,Married,Instructional Designer,HTML/CSS,Education,103136
42,Male,Masters,Self-employed,30,Divorced,Professor,Content Writing,Education,91603
45,Female,Diploma,Freelancer,32,Widowed,Professor,C++,Education,43148
47,Female,PhD,Private,39,Divorced,Curriculum Developer,Statistics,Education,248791
63,Male,Bachelors,Self-employed,55,Divorced,Professor,C++,Education,77837
36,Female,PhD,Self-employed,28,Widowed,Academic Researcher,Public Speaking,Education,112909
28,Male,PhD,Self-employed,46,Widowed,Instructional Designer,C++,Education,104403
52,Male,High School,Freelancer,37,Single,Instructional Designer,Node.js,Education,54791
46,Male,PhD,Government,55,Married,Instructional Designer,Communication,Education,187154
55,Female,Diploma,Unemployed,21,Single,Curriculum Developer,Data Analysis,Education,43545
59,Male,Diploma,Freelancer,35,Divorced,Instructional Designer,Communication,Education,46181
57,Male,Bachelors,Self-employed,57,Single,Academic Researcher,Public Speaking,Education,70800
55,Female,PhD,Freelancer,38,Widowed,Academic Researcher,DevOps,Education,153828
59,Female,PhD,Self-employed,49,Divorced,Teacher,HTML/CSS,Education,137449
31,Female,PhD,Self-employed,22,Widowed,Instructional Designer,Leadership,Education,148249
37,Female,Masters,Private,37,Widowed,Teacher,Finance,Education,73809
57,Female,Diploma,Private,31,Widowed,Professor,Public Speaking,Education,81900
19,Male,PhD,Unemployed,36,Single,Academic Researcher,Statistics,Education,138179
35,Female,Bachelors,Private,52,Divorced,Professor,Communication,Education,60921
38,Male,PhD,Private,43,Divorced,Teacher,Public Speaking,Education,100412
35,Male,Diploma,Unemployed,32,Widowed,Instructional Designer,Data Analysis,Education,42358
31,Male,Bachelors,Private,54,Divorced,Teacher,Leadership,Education,72617
51,Male,High School,Unemployed,58,Single,Curriculum Developer,Graphic Design,Education,43615
46,Female,Diploma,Unemployed,34,Divorced,Professor,C++,Education,42161
53,Male,Diploma,Self-employed,35,Widowed,Professor,Node.js,Education,134371
44,Female,PhD,Government,45,Married,Teacher,Data Analysis,Education,238391
26,Male,Bachelors,Unemployed,58,Divorced,Academic Researcher,Python,Education,47189
35,Male,Bachelors,Freelancer,41,Single,Curriculum Developer,C++,Education,84597
41,Female,Bachelors,Freelancer,52,Married,Academic Researcher,Public Speaking,Education,63899
36,Female,PhD,Self-employed,28,Widowed,Instructional Designer,Leadership,Education,124620
53,Female,Diploma,Private,34,Widowed,Curriculum Developer,Graphic Design,Education,45613
49,Female,High School,Self-employed,43,Married,Academic Researcher,Excel,Education,53127
40,Female,Bachelors,Self-employed,27,Married,Curriculum Developer,Python,Education,88743
19,Male,PhD,Unemployed,36,Single,Professor,Statistics,Education,138179
49,Female,High School,Government,20,Single,Instructional Designer,Excel,Education,84785
21,Male,Diploma,Private,46,Single,Academic Researcher,Leadership,Education,78665
45,Male,High School,Freelancer,21,Single,Academic Researcher,Excel,Education,74990
54,Female,PhD,Private,54,Divorced,Curriculum Developer,Blockchain,Education,124688
34,Male,Masters,Freelancer,55,Widowed,Instructional Designer,Communication,Education,56083
35,Male,PhD,Government,43,Widowed,Teacher,Excel,Education,97540
53,Female,Masters,Government,58,Divorced,Academic Researcher,Public Speaking,Education,93414
21,Female,PhD,Unemployed,56,Single,Curriculum Developer,Machine Learning,Education,115387
18,Male,High School,Private,54,Married,Professor,SQL,Education,54469
61,Female,Diploma,Government,23,Single,Professor,Communication,Education,89588
44,Female,Masters,Self-employed,34,Divorced,Professor,Public Speaking,Education,72701
26,Male,High School,Unemployed,52,Widowed,Curriculum Developer,Public Speaking,Education,45916
26,Female,Bachelors,Freelancer,36,Single,Instructional Designer,Excel,Education,47308
31,Female,Masters,Unemployed,37,Married,Academic Researcher,Node.js,Education,75741
61,Male,Masters,Freelancer,52,Widowed,Academic Researcher,Business Analysis,Education,128525
24,Female,PhD,Private,20,Single,Professor,C++,Education,156862
18,Female,High School,Government,47,Widowed,Curriculum Developer,Data Analysis,Education,34835
43,Male,High School,Private,32,Divorced,Teacher,Communication,Education,74094
46,Female,PhD,Self-employed,44,Widowed,Professor,Public Speaking,Education,104299
57,Male,Bachelors,Government,48,Divorced,Professor,Cybersecurity,Education,50699
55,Female,High School,Self-employed,52,Widowed,Professor,HTML/CSS,Education,62154
47,Female,Masters,Government,24,Divorced,Teacher,Data Analysis,Education,82799
33,Male,Masters,Self-employed,33,Single,Teacher,SQL,Education,69792
30,Male,PhD,Freelancer,30,Single,Teacher,Finance,Education,171150
42,Female,High School,Unemployed,35,Widowed,Professor,Cloud Computing,Education,77080
59,Female,PhD,Unemployed,57,Widowed,Instructional Designer,Cloud Computing,Education,179530
30,Male,PhD,Government,30,Married,Teacher,Project Management,Education,118579
28,Male,High School,Government,32,Single,Professor,Excel,Education,65862
46,Female,PhD,Freelancer,24,Married,Curriculum Developer,UI/UX Design,Education,96241
52,Female,Bachelors,Government,49,Single,Instructional Designer,Leadership,Education,69140
35,Male,Diploma,Private,57,Single,Curriculum Developer,Data Analysis,Education,68042
46,Female,Masters,Unemployed,40,Widowed,Academic Researcher,Networking,Education,106597
57,Male,High School,Self-employed,29,Single,Academic Researcher,Node.js,Education,32537
42,Female,PhD,Private,52,Single,Academic Researcher,Public Speaking,Education,151170
24,Female,PhD,Government,58,Widowed,Instructional Designer,Artificial Intelligence,Education,196296
34,Female,PhD,Private,44,Divorced,Professor,Graphic Design,Education,133761
59,Female,Diploma,Unemployed,51,Single,Professor,Communication,Education,45238
25,Female,Bachelors,Unemployed,23,Divorced,Curriculum Developer,Testing,Education,55156
24,Male,Bachelors,Unemployed,28,Divorced,Instructional Designer,Leadership,Education,52850
56,Female,PhD,Private,39,Divorced,Teacher,Leadership,Education,153197
57,Female,PhD,Self-employed,32,Married,Instructional Designer,Public Speaking,Education,94106
24,Male,Masters,Self-employed,40,Married,Curriculum Developer,Marketing,Education,139643
37,Female,Diploma,Self-employed,26,Widowed,Instructional Designer,Python,Education,42111
33,Male,Diploma,Freelancer,44,Single,Teacher,React,Education,93832
53,Male,Diploma,Self-employed,35,Widowed,Teacher,Data Analysis,Education,113190
43,Male,Bachelors,Unemployed,24,Single,Professor,SQL,Education,64522
53,Female,Diploma,Private,31,Married,Teacher,Leadership,Education,118690
50,Male,Diploma,Private,22,Single,Academic Researcher,C++,Education,101234
28,Female,High School,Unemployed,24,Widowed,Curriculum Developer,Python,Education,72598
35,Male,High School,Self-employed,59,Single,Academic Researcher,React,Education,56586
